chr	pos	strand	ProbeID
chr2	233251773	-	cg02812891
chr14	70078026	+	cg23575063
chr18	11689284	+	cg09331011
chr4	1004261	+	cg23116115
chrX	68834606	+	cg19210487
chr19	58280801	+	cg27046034
chrX	106959898	+	cg19854896
chr17	62103283	+	cg24148719
chr11	19367236	-	cg04653710
chr19	13056459	-	cg18634848
chr12	861715	-	cg11558135
chr16	69975320	+	cg03840678
chr11	111176294	-	cg15299978
chr16	86323213	+	cg04587084
chr14	76842756	-	cg15314827
chr20	58508076	+	cg21950459
chr8	13424094	+	cg02718516
chr6	150231942	+	cg14546523
chr1	161059654	+	cg00756887
chr5	177631493	-	cg06538757
chr6	161561066	-	cg09655876
chr3	118892330	+	cg01814130
chr7	6660095	-	cg02216951
chr6	42152817	+	cg14010194
chr21	42543209	+	cg18175606
chr14	106095532	+	cg02222235
chr14	36973204	-	cg08086724
chr5	56731252	-	cg02526838
chr10	73202938	+	cg07835953
chr12	53689971	-	cg16174341
chr17	29249485	+	cg05052633
chr2	84105397	+	cg07000267
chr5	1241183	+	cg11902539
chr7	51513915	-	cg00913288
chr17	72580458	-	cg21828432
chr19	36207131	+	cg02314091
chr9	131517731	-	cg13762887
chr1	34328907	+	cg05723953
chr17	80891570	-	cg16759615
chr16	19421817	-	cg13639881
chr10	93805590	-	cg10530889
chr8	80803365	+	cg06107816
chr2	187558598	+	cg01418147
chr12	111849884	+	cg01356824
chrX	148712409	+	cg03375088
chr4	30722004	+	cg13624385
chr5	137368969	-	cg10529760
chr20	62086195	+	cg18310895
chr1	149294708	-	cg17093485
chr6	33283293	+	cg01199618
chr8	90913525	+	cg06418282
chr11	3014225	+	cg07442639
chr15	76033361	-	cg01341130
chr8	27737223	+	cg22505075
chrX	68382925	-	cg10143752
chr8	143597497	-	cg19083914
chr10	61666543	+	cg07410075
chr17	26210981	-	cg12183221
chr17	16284307	-	cg27351675
chr3	50567845	-	cg15597107
chr1	152488000	+	cg23726537
chr17	40514805	+	cg12873903
chr4	153814351	-	cg14249174
chr17	75848810	+	cg08969274
chr10	91295650	+	cg22901008
chr7	139409421	+	cg00977978
chr15	76628424	+	cg22031614
chr10	2487150	+	cg12886862
chr11	117748187	-	cg03821689
chr10	30316933	-	cg24350475
chr6	136904692	+	ch.6.2625594F
chr2	165478479	-	cg02059637
chrX	129111502	-	cg00267883
chr16	56702033	-	cg16452857
chrX	74145551	-	cg26584771
chr10	124515334	+	cg10038490
chr17	78822923	-	cg04102793
chr15	84322591	-	cg14096889
chr1	176318588	+	cg22504140
chr2	55278043	-	cg23241628
chr11	62521749	+	cg06745004
chr8	22106571	+	cg27001893
chr3	121712080	-	cg11130432
chr4	1091520	+	cg16294425
chr11	77012748	-	cg20746422
chr12	49120135	+	cg12116363
chr12	124912182	+	cg17154218
chr12	121147656	-	cg16445317
chr12	68743928	-	cg19476334
chr1	11562134	-	cg16138910
chr5	180076481	+	cg05976714
chr1	177133737	-	cg00319545
chr12	132839125	+	cg14058027
chr10	43275316	+	cg04663292
chr7	1360629	+	cg02239830
chr17	26875307	-	cg19144019
chr3	195808602	-	cg17380870
chr13	26796573	+	cg04441267
chr17	708009	+	cg20931195
chr9	45733081	+	cg10384133
chr7	157340390	+	cg05482502
chr10	71393014	+	cg27236154
chr4	153926331	-	cg24767573
chr1	19752812	+	cg12424867
chr7	1590840	+	cg13727108
chr15	97250927	+	cg23523728
chr19	58838374	-	cg22255355
chr5	78364863	-	cg06787519
chr18	76674210	-	cg01960089
chr16	29153044	-	cg03424505
chr11	60680488	-	cg20700549
chr19	48775389	-	cg08443203
chr13	33920491	-	cg06752365
chr3	197283151	+	cg07155478
chr14	64801516	-	cg02306513
chr22	50885576	-	cg18019717
chr16	87645158	-	cg03963720
chr11	57080211	-	cg16920538
chrX	135580098	+	cg02698615
chr16	1250494	+	cg02695704
chr11	46261208	-	cg22789714
chr5	177581072	-	cg19007030
chr19	10823877	+	cg12739761
chr5	178594195	-	cg26658465
chr11	102079985	-	cg19471911
chr1	231763026	-	cg03013754
chr17	80889203	-	cg14383062
chr2	224620707	+	cg21825039
chr22	17956462	+	cg03408904
chr6	70990361	-	cg18104606
chr4	183815971	-	cg00612828
chrX	47004878	-	cg18140045
chr16	15018856	-	cg01710670
chr10	124913593	+	cg18280492
chr17	79282893	+	cg24870966
chr22	31671702	-	cg02055988
chr15	52455332	+	cg01837661
chr2	242977420	+	cg15775200
chr16	3285489	-	cg08389017
chr1	226496721	-	cg20747393
chr1	236357439	+	cg11815478
chr17	38296400	-	cg01538021
chr11	123345778	-	cg19038246
chr22	38966705	-	cg04342328
chr12	53719903	-	cg08985885
chr20	42143174	-	cg15330298
chr15	96596630	-	cg07921712
chr4	185940173	-	cg17186107
chr7	5422234	-	cg23058673
chr11	117376331	+	cg24288581
chr10	95754200	+	cg16976662
chr13	25506340	+	cg15145341
chr1	201369031	+	cg26539023
chr15	65068326	-	cg02658693
chr16	59017133	-	cg00307501
chr10	73846448	-	cg00929860
chr19	18075251	+	cg13426637
chr17	17399941	-	cg20367329
chr9	78774369	-	cg13438337
chr16	89180587	-	cg06800849
chr2	113542091	-	cg00839584
chr1	19537045	-	cg17850281
chr16	2647662	+	cg06522179
chr16	524857	-	cg07740599
chr22	37607676	+	cg14297029
chr1	15479360	+	cg00772714
chr6	71377386	-	cg00255719
chr1	47689193	+	cg00408773
chr1	157545234	+	cg18268488
chr3	164912187	+	cg25198481
chr6	44281222	-	cg02118776
chr6	28917329	-	cg15786664
chr14	69654470	-	cg22942210
chr10	133750606	-	cg03332810
chr4	25090491	+	cg19312667
chr3	17784454	+	cg17516556
chr2	168139042	+	cg02248429
chr17	48258695	+	cg11200136
chr7	65695583	-	cg13989981
chr14	95608514	-	cg04112704
chr1	151137274	+	cg24262376
chr2	208678058	-	cg12008501
chr5	2261505	+	cg18269219
chr6	151412213	+	cg11579907
chr17	34948594	-	cg00848397
chr20	36156231	+	cg14160807
chr7	24517414	+	cg04098052
chr13	75149963	+	cg06621094
chr14	26290021	+	ch.14.25359861F
chr15	90735422	+	cg10819708
chr19	38308057	+	cg27353143
chr4	159716876	+	cg04785555
chr7	128828599	-	cg21913630
chr13	52000062	-	cg20427331
chr11	30531731	-	cg19949932
chr16	2495471	+	cg00629102
chr7	50670059	-	cg18047172
chr10	1284421	+	cg08302300
chr3	47324909	+	cg05097455
chr21	46058354	+	cg04968875
chr10	70200132	+	ch.10.1432102R
chr7	25896765	+	cg18853935
chr17	38979140	-	cg03059535
chr5	3286208	-	cg10943629
chr6	116781482	-	cg25687777
chr7	99912131	+	cg23472714
chr15	79722028	-	cg19372507
chr11	71420485	-	cg11361409
chr3	3886090	+	cg23238483
chr7	44836113	+	cg12111272
chr14	81790336	+	cg21169762
chr7	96654788	+	cg10243939
chr15	40675737	-	cg25947121
chr2	129838865	-	cg12805450
chr6	12355642	-	cg19147483
chr5	175110641	-	cg06857674
chr11	78948859	+	cg12642289
chr19	15947148	+	cg08405284
chr1	100315729	+	cg08457409
chr2	31637622	+	cg16862361
chr10	50821161	-	cg11811216
chr5	33092857	-	cg08782356
chr5	37370947	-	cg18053345
chr7	4850105	+	cg25263189
chr2	74692550	+	cg09784847
chr8	108510286	+	cg09396217
chr3	128134845	-	cg03278639
chr14	35184330	+	cg13828873
chr2	867119	+	cg23639196
chr11	2293117	+	cg20392764
chr17	44802702	-	cg12089229
chr7	140624194	-	cg11414046
chr12	108954266	-	cg03051310
chr13	33158569	-	cg24343594
chr14	46791389	+	cg04340585
chr1	10690443	+	cg15554126
chr10	102995719	-	cg15475840
chrX	125299403	-	cg00030125
chr11	10326589	+	cg12228707
chrY	2803127	-	cg02842889
chr10	57387978	+	cg25035988
chr6	138188625	-	cg18264753
chr13	38444087	-	cg01764020
chr2	128848828	-	cg26154974
chr5	79703737	-	cg26417604
chr1	153387609	-	cg22933439
chr6	28483411	-	cg09378284
chr4	959128	+	cg06494872
chr22	36014356	+	cg26954519
chr3	181414139	+	cg07304175
chr6	119672375	+	cg12882103
chr11	2919689	-	cg14449910
chr2	71062570	+	cg03895348
chr8	12880747	+	cg08145256
chr6	85474424	+	cg09259037
chr15	34726650	-	cg17382302
chr1	249200781	-	cg24517252
chr19	12273905	+	cg04533013
chr10	45869456	-	cg19517653
chr8	10273890	+	cg09974041
chr11	2210860	-	cg04222986
chr12	133132156	+	cg06868569
chr6	32121433	-	cg06264679
chr7	129464704	+	cg21282539
chr4	89618667	-	cg01578057
chr12	120832521	-	cg27661846
chr13	60738113	+	cg07217630
chr5	157464490	-	cg15529766
chr13	51826043	+	cg17533960
chr22	36806655	+	cg23138261
chr4	2808489	+	cg10869531
chr15	79103007	-	cg00639195
chr3	36567667	+	cg26116112
chr10	26504259	-	cg27372732
chr11	70718575	+	cg14101380
chr17	70637288	+	cg12584520
chr16	21222863	+	cg00882451
chr3	147127097	-	cg18424634
chr19	12886980	+	cg10810394
chr10	97373679	+	ch.10.2027377R
chr17	4079652	+	cg00277591
chr10	6186959	+	cg00510604
chr16	84347783	+	cg02741056
chr20	33762474	+	cg16430687
chr17	75191018	-	cg00902691
chr15	99443249	+	cg23990557
chr4	175750109	-	cg21094669
chr10	134994186	-	cg13609319
chr1	48058985	+	cg08258582
chr6	1036080	-	cg25481833
chr13	26625766	+	cg16572375
chr6	36842933	-	cg22485062
chr2	121101388	-	cg21840697
chr1	32572611	-	cg20633875
chr1	178512007	-	cg13184734
chr2	36656950	+	cg03428619
chr19	43866487	-	cg13736794
chrX	69664482	-	cg20051589
chr8	682091	-	cg01142096
chr2	15700282	-	cg00549433
chr16	1992734	+	cg27181554
chr1	90287038	+	cg08158076
chr5	137514295	+	cg12964860
chr1	168148299	+	cg24769045
chr16	50583273	+	cg00083833
chr22	32600722	-	cg22404498
chr1	179545425	-	cg01938018
chr1	155165037	-	cg07945002
chr2	85839322	-	cg23069444
chr17	80890347	-	cg17658638
chr13	73301995	+	cg05380793
chr7	66767504	-	cg07399288
chr8	57350090	+	cg08706317
chr21	43547923	+	cg00969162
chr6	32944495	+	cg11936639
chr1	203830685	-	cg09819495
chr1	20126168	-	cg19976467
chr6	32939777	-	cg27352066
chr4	8207250	+	cg04370174
chr15	32323027	-	cg15546607
chr14	51562591	-	cg25077778
chr15	81028959	-	cg19545933
chr7	6696120	+	cg01871829
chr7	98574111	-	cg17832029
chr18	76277599	-	cg05100518
chr13	107217605	-	cg11710912
chr8	41739738	+	cg06812861
chr3	41236272	+	cg20793623
chr15	83378639	-	cg15381098
chr17	78172613	+	cg25756586
chr13	41635860	-	cg24219962
chr2	6635687	+	cg00704227
chr14	23845870	-	cg23631930
chr5	52405494	+	cg27081877
chr7	158750607	+	cg00815399
chr17	41176954	+	cg17225407
chr12	49657537	+	cg24296900
chr15	34817982	-	cg20247523
chr12	132502008	-	cg22237014
chr11	45950696	+	cg06508085
chr6	31696240	+	cg01066220
chr7	100423987	+	cg01869186
chr4	103266755	+	cg27293549
chr17	48072705	-	cg01425405
chr12	132221187	+	cg08162892
chr7	33644150	+	cg13868773
chr15	26109429	+	cg17174275
chr22	50689941	+	cg00711351
chr2	87015813	+	cg24345747
chr15	99646736	+	cg02794784
chrX	47342690	-	cg14388993
chr5	137673669	+	cg00197381
chr7	130793732	-	cg05632420
chr10	133996309	+	cg13196806
chr12	120475264	-	cg20608813
chr14	65381212	-	cg26241174
chr3	27756844	-	cg16700000
chr4	88451496	-	cg08003102
chr3	156459432	+	cg10712044
chr1	231360004	-	cg26403494
chr17	78360198	+	cg18466378
chr5	4101536	+	cg18013376
chr12	57618965	-	cg11505661
chr20	29993663	+	cg08292485
chr6	35454434	+	cg22424903
chr13	24486258	+	cg27097973
chr12	132554024	-	cg12806067
chr6	31651070	+	cg01297670
chr6	118228514	+	cg02330121
chr8	118738517	-	cg00592871
chr15	64455210	-	cg20118422
chr7	2649920	+	cg17019350
chr16	85146180	+	cg15456476
chr19	3730768	-	cg01583514
chr1	27187994	+	cg02242572
chr7	136633191	+	cg24539937
chr19	55586493	-	cg23953052
chr17	43298813	+	cg24561572
chr5	157098555	+	cg15968604
chr13	33694703	+	cg16223976
chr11	2294777	-	cg26733331
chr11	65318683	-	cg22053861
chr20	60397915	+	cg03223949
chr6	44123614	-	cg00182937
chr1	117038246	+	cg11225405
chr4	166794471	-	cg08570521
chr17	8869099	-	cg09359907
chr13	113717379	+	cg09508934
chr22	38379218	+	cg23109891
chr18	46445505	+	cg21121258
chr10	94608593	+	cg08342691
chr2	8829827	+	cg01592350
chr10	23463243	-	cg14568830
chr6	30699363	-	cg02182754
chr13	78108374	-	cg19734822
chr12	62586425	+	cg15736338
chr1	204966000	-	cg03108176
chr20	36226820	+	cg20859731
chr11	70830029	-	cg25374028
chr5	140201351	+	cg17259096
chr5	1640042	+	cg11503182
chr11	123596403	-	cg04615654
chr14	50100316	-	cg14282941
chr8	16884364	-	cg23218760
chr2	100824103	-	cg22305850
chr11	112160734	+	cg05164022
chr5	178157956	+	cg20771870
chr12	10028003	-	cg24539569
chr1	82951578	+	cg09892671
chr16	9248481	+	cg09620131
chr22	39853590	-	cg18399321
chr4	5167599	+	cg08906246
chr19	594272	-	cg23988024
chr10	134621115	-	cg09870721
chr1	9804627	-	cg17602885
chr7	142333186	-	cg13883186
chr1	248636455	-	cg12085619
chr14	56566808	+	cg20914879
chr6	30160141	+	cg20049702
chr1	75600399	+	cg13691003
chr22	22307573	+	cg02377915
chr16	10479562	+	cg00966255
chr2	143465045	+	cg03716672
chr12	46765135	-	cg13591723
chr7	38903039	-	cg07600548
chr15	93814737	-	cg19550034
chrX	54840889	-	cg18528798
chr1	38230887	+	cg06163371
chr19	48673392	+	cg09594841
chr11	17098715	-	cg14009749
chr11	58345226	-	cg00501111
chr18	42259037	+	cg00698124
chr11	111637213	+	cg04729371
chr1	155659247	-	cg14837416
chr16	88698776	+	cg05373438
chr19	1355910	-	cg10716163
chr18	47088432	-	cg14254867
chr3	109128745	+	cg20731562
chr7	149411256	-	cg14671222
chr2	47055138	-	cg02315315
chr3	191046872	+	cg00473167
chr12	12511223	+	cg06538684
chr12	31584191	-	cg16629664
chr5	43018002	+	cg01442257
chr17	1420362	-	cg21382111
chr4	129292585	+	cg05786140
chr2	10760591	+	cg26569634
chr3	120315182	+	cg05965029
chr10	21787079	-	cg18224988
chr19	18451192	+	cg02384122
chr17	26972475	-	cg25384861
chr6	41375649	+	cg09407967
chr2	208635942	-	cg13278353
chr17	80023853	-	cg07617361
chr17	79668281	+	cg16886672
chr8	22224126	+	cg05487207
chr2	74780268	+	cg00831247
chr7	98335426	-	cg25601515
chr8	979504	-	cg00830086
chr7	931980	+	cg18807030
chr14	95527749	+	cg25041262
chr3	23713275	-	cg02032841
chr8	8231531	+	cg24906819
chr7	108091611	+	cg19315638
chr2	80101315	+	cg10576499
chr2	75785874	+	cg01921956
chr6	30160006	-	cg02827244
chr1	110881868	+	cg24341556
chr17	61973910	-	cg22894161
chr18	46385379	-	cg13840032
chr1	8427556	-	cg01771201
chr5	134734904	+	cg01133662
chr17	59402087	+	cg17712818
chr8	53478053	-	cg07076175
chr18	28622593	-	cg15439862
chr15	100913842	-	cg19945554
chr14	24634148	-	cg03479710
chr7	140714781	+	cg18125549
chr1	76080459	-	cg04290579
chr19	19783341	-	cg24067615
chr8	27348177	+	cg25399743
chr1	18406812	+	cg01727764
chr5	147773164	-	cg11445764
chr6	31275666	+	cg26343358
chr16	27788255	-	cg27076552
chr5	43001210	+	cg10604550
chr12	54343506	-	cg09321758
chr5	141291437	+	cg02098194
chr2	57634837	-	cg10188909
chr9	94181612	-	cg14290576
chr3	27410970	+	cg02501882
chr6	161607487	+	cg21351392
chr2	239943518	-	cg04086002
chr16	49631268	+	cg05259881
chr10	90641389	+	cg16341836
chr12	112280616	+	cg08367026
chr14	105207716	+	cg11157486
chr2	129076651	-	cg00221357
chr2	4931074	+	cg02561693
chr6	161622097	+	cg00692088
chr17	79042149	-	cg17528240
chr6	32940921	+	cg02985708
chr14	37130212	-	cg07459252
chr12	133022853	+	cg05514909
chr16	25962136	+	cg08341079
chr11	71991938	-	cg08038567
chr2	79740322	+	cg01546568
chr11	77706002	-	cg23098812
chr3	13590968	-	cg00201234
chr5	86176688	+	cg08415137
chr2	101921235	+	cg22641930
chr7	2519831	+	cg19031429
chr2	171572900	+	cg01571735
chr2	65006618	-	cg06500792
chr10	95602472	-	cg10912515
chr5	167574889	-	cg26874611
chr8	59589492	-	cg04344486
chr2	3458799	+	cg24718526
chr16	83541939	+	cg10148614
chr20	44097563	-	cg00500048
chr3	185815992	+	cg25151498
chr7	79810832	+	cg11464571
chr16	85061789	-	cg19056176
chr1	116381654	+	cg21646199
chr4	147554210	+	cg22873539
chr5	177482700	+	cg18531401
chr15	60907749	+	cg04643690
chr3	48700391	+	cg11929643
chr15	35838691	+	cg06867613
chr10	5683835	+	cg20214734
chr5	2207121	+	cg02263444
chr2	240653447	+	cg26819783
chr1	45965797	+	cg04745201
chr22	43342938	-	cg18869709
chr15	73992274	-	cg06478102
chr11	109293068	+	cg15948088
chr17	72983634	+	cg25219679
chr10	71078506	-	cg26523670
chr19	1104508	-	cg24783234
chr10	93272333	+	cg14062537
chr7	128694670	+	cg10659652
chr5	180688274	+	cg11033713
chr6	35466268	+	cg00116315
chr17	72916509	+	cg04585822
chr22	30902615	+	cg14324805
chr11	58869855	+	cg26437112
chr2	149894786	+	cg24027965
chr13	79183823	-	cg04613313
chr15	93617168	-	cg24569831
chr6	33247425	+	cg19271658
chr4	55096616	+	cg00022858
chr7	130774813	-	cg26918675
chr1	147737302	+	cg11649641
chr19	5217431	+	cg23325999
chr9	5304511	+	cg03679581
chr2	103239106	-	cg26572770
chr4	573619	+	cg02530336
chr9	35603842	-	cg06216677
chr6	146863878	-	cg02151816
chr2	54090225	-	cg08279816
chr4	103682344	+	cg27361250
chr11	67236780	+	cg27077228
chr13	113584082	-	cg00555816
chr12	110156356	-	cg15785868
chr2	219485946	+	cg20571116
chr17	80610027	+	cg15660427
chr4	88996962	-	cg08246920
chr16	58783589	+	cg00053769
chr12	132906439	+	cg19724555
chr8	48099615	+	cg03271173
chr17	7641552	-	cg05491376
chr13	25120195	-	cg19586352
chr5	162930306	-	cg04241582
chr16	57729107	-	cg09306696
chr1	23751195	-	cg09896346
chr6	157399325	+	cg20408104
chr6	169280573	-	cg19857707
chr9	131683044	-	cg13367612
chr5	2756361	-	cg11601523
chr17	47957897	-	cg22895420
chr7	122553875	+	cg09456389
chr12	11992925	+	cg18907610
chr1	204329222	+	cg26895569
chr12	130877278	+	cg16248182
chr13	50511021	+	cg16848984
chr15	28148266	-	cg17519696
chr11	111250338	+	cg07534554
chr9	133759967	-	cg13847987
chr11	76761066	-	cg06925664
chr2	62113199	-	cg02183531
chr10	134804362	+	cg12254701
chr17	21220479	+	cg23992493
chr11	64107720	-	cg22663489
chr10	27444314	-	cg07628595
chr10	5726677	+	cg23131702
chr22	43623455	+	cg05855065
chr2	176950843	-	cg01866606
chr3	42845934	+	cg10905877
chr3	158288892	+	cg07297582
chr4	77722673	+	cg01387072
chr19	294492	+	cg27194182
chr2	96015817	+	cg04001714
chr17	1627765	-	cg07671620
chr5	74778002	+	cg24141298
chr5	153418539	-	cg09077340
chr12	39299546	-	cg26510017
chr8	86349754	-	cg13958215
chr10	124639892	-	cg02936953
chr10	100206829	+	cg17765085
chr16	33070632	+	cg00459845
chr16	3695595	+	cg02202742
chr6	26548083	+	cg22188192
chr16	561403	+	cg01721454
chr1	7319248	-	cg26920627
chr15	27021321	-	cg21597304
chr7	28475265	+	cg20306842
chr15	55801069	+	cg08433095
chr22	42949810	-	cg04416895
chr7	129078593	-	cg09339017
chr6	125420923	-	cg09386619
chr8	77586395	-	cg24041541
chr1	225862288	+	cg10826999
chrX	132547142	-	cg26953234
chr5	82845599	+	cg04223006
chr16	68119705	+	cg07117119
chr1	49364797	+	cg10229899
chr10	112259305	+	cg09357462
chr19	37178411	-	cg07643726
chr3	31746590	+	cg27246744
chr14	105522902	+	cg25558761
chr7	2289888	+	cg13748354
chr10	130602126	+	cg05951296
chr8	1274678	+	cg15654779
chr19	663515	+	cg19587667
chr22	19744239	-	cg08428129
chr7	96636192	+	cg21652531
chr15	20767593	-	cg09965363
